atleta_id,nome,clube,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,mandante,adversario,residuo_z,armadilha_label,media_bayesiana,pb_media,confiabilidade,score_confronto_100,condicao_mando,pontos_esperados,oportunidade_confronto,vantagem_mando,time_momentum_of,time_momentum_def,adv_momentum_of,adv_momentum_def,forma_score_time,prob_vitoria,prob_gols
78850,Reinaldo,MIR,Lateral,7,8.15,0.0,0.9,9,0.0,False,True,CHA,-1.631,armadilha_forte,3.01,0.9,1.0,79.6,neutro,4.79,0.95,31.4,0.867,0.821,0.8,1.1,0.5,0.616,
80287,Luciano,SAO,Atacante,7,13.44,-1.56,5.0,12,1.2,True,False,COR,-0.57,armadilha_leve,4.923,1.92,1.0,44.3,neutro,4.36,0.4,0.0,1.179,1.508,0.56,0.646,0.5,,
100652,Yuri Alberto,COR,Atacante,7,10.38,-0.07,2.43,10,1.9,True,True,SAO,-1.386,armadilha_leve,3.487,1.63,1.0,38.4,neutro,2.68,0.25,0.0,0.56,0.646,1.179,1.508,0.425,0.434,
51413,Walter,MIR,Goleiro,7,5.32,0.11,2.88,12,0.6,True,True,CHA,0.219,neutro,2.977,2.88,1.0,79.2,favoravel,4.72,0.95,31.4,0.867,0.821,0.8,1.1,0.5,0.616,
142049,Bruno Alves,CRU,Zagueiro,6,2.0,0.0,0.0,0,0.0,False,False,BAH,-0.704,armadilha_leve,0.0,0.0,0.0,38.1,desfavoravel,0.0,0.4,-27.8,1.089,0.933,0.958,1.462,0.6,,0.499
144423,Nicolas Pontes,CRU,Lateral,6,1.0,0.0,0.0,0,0.0,False,False,BAH,0.723,valor_bom,0.0,0.0,0.0,38.1,desfavoravel,0.0,0.4,-27.8,1.089,0.933,0.958,1.462,0.6,,0.499
133673,Mateus Xavier,SAN,Atacante,6,2.33,0.33,1.2,1,1.2,True,True,RBB,-0.034,neutro,0.836,1.2,0.125,42.3,neutro,0.09,0.25,4.8,1.032,1.217,1.318,1.05,0.275,0.479,
141776,Gustavo Henrique,SAN,Meia,5,2.56,0.0,1.57,6,0.0,False,True,RBB,0.379,neutro,1.288,1.57,0.75,42.9,neutro,0.83,0.25,4.8,1.032,1.217,1.318,1.05,0.275,0.479,
39148,Hulk,CAM,Atacante,6,11.8,0.0,4.55,12,0.0,False,True,BOT,-0.449,neutro,4.653,2.63,1.0,62.2,neutro,5.79,0.875,18.2,0.824,1.26,1.144,0.8,0.4,0.503,
146991,Rhuan Gabriel,CRU,Meia,6,1.39,0.0,1.2,1,0.0,False,False,BAH,1.467,valor_bom,1.09,1.2,0.125,52.9,neutro,0.14,0.5,-27.8,1.089,0.933,0.958,1.462,0.6,,0.499
